,rating
8881,7
8882,7
8883,6
8884,7
8885,8
8886,9
8887,7
8888,9
8889,7
8890,7
8891,3
8892,7
8893,6
8894,7
8895,7
8896,9
8897,6
8898,7
8899,6
8900,5
8901,8
8902,8
8903,5
8904,10
8905,8
8906,8
8907,8
8908,8
8909,8
8910,8
8911,8
8912,8
8913,7
8914,4
8915,8
8916,6
8917,8
8918,7
8919,9
8920,5
8921,8
8922,8
8923,5
8924,8
8925,3
8926,8
8927,8
8928,6
8929,7
8930,6
8931,3
8932,9
8933,8
8934,4
8935,6
8936,7
8937,7
8938,7
8939,6
8940,6
8941,7
8942,9
8943,8
8944,6
8945,9
8946,8
8947,5
8948,6
8949,8
8950,8
8951,5
8952,7
8953,8
8954,7
8955,8
8956,6
8957,7
8958,8
8959,9
8960,8
8961,8
8962,8
8963,6
8964,8
8965,8
8966,6
8967,7
8968,8
8969,7
8970,7
8971,7
8972,8
8973,4
8974,9
8975,6
8976,8
8977,8
8978,8
8979,7
8980,6
8981,6
8982,8
8983,7
8984,8
8985,8
8986,9
8987,7
8988,8
8989,6
8990,7
8991,5
8992,3
8993,7
8994,7
8995,6
8996,6
8997,8
8998,8
8999,7
9000,7
9001,8
9002,9
9003,8
9004,5
9005,8
9006,7
9007,8
9008,7
9009,3
9011,6
9012,7
9013,3
9014,8
9015,4
9016,7
9017,7
9018,7
9019,6
9020,8
9021,7
9022,6
9023,8
9024,6
9025,7
9026,6
9027,9
9028,6
9029,5
9030,7
9031,7
9032,7
9033,7
9034,5
9035,7
9036,7
9037,9
9038,6
9039,8
9040,7
9041,6
9043,8
9044,8
9045,6
9046,6
9047,8
9048,6
9049,5
9050,5
9051,6
9052,9
9053,7
9054,8
9055,8
9056,6
9057,7
9058,8
9059,9
9060,7
9061,6
9062,6
9063,6
9064,5
9065,6
9066,8
9067,6
9068,9
9069,9
9070,7
9071,6
9072,7
9073,6
9074,8
9075,6
9076,7
9077,6
9078,8
9079,7
9080,8
9081,8
9082,6
9083,6
9084,6
9085,6
9086,8
9087,6
9088,8
9089,7
9090,7
9091,7
9092,9
9093,9
9094,7
9095,7
9096,7
9097,7
9098,9
9099,7
9100,6
9101,4
9102,6
9103,8
9104,9
9105,8
9106,7
9107,8
9108,7
9109,7
9110,8
9111,9
9112,8
9113,8
9114,7
9115,6
9116,6
9117,7
9118,7
9119,6
9120,7
9121,7
9122,7
9123,3
9124,8
9125,7
9126,8
9127,8
9128,7
9129,10
9130,8
9131,7
9132,5
9133,8
9134,8
9135,7
9136,6
9137,7
9138,6
9139,6
9140,5
9141,8
9142,8
9143,8
9144,7
9145,7
9146,6
9147,6
9148,7
9149,8
9150,6
9151,9
9152,5
9153,5
9154,5
9155,7
9156,7
9158,8
9159,8
9160,9
9161,7
9162,5
9163,8
9164,5
9165,6
9166,9
9167,6
9168,6
9169,7
9170,6
9171,9
9172,3
9173,7
9174,6
9175,6
9176,7
9177,8
9178,8
9179,6
9180,6
9181,9
9182,10
9183,7
9184,7
9185,6
9186,7
9187,5
9188,5
9189,4
9190,7
9191,6
9192,9
9193,6
9194,6
9195,7
9196,5
9197,9
9198,7
9199,5
9200,6
9201,8
9202,6
9203,7
9204,5
9205,6
9206,5
9207,7
9208,8
9209,4
9210,5
9211,7
9212,7
9213,8
9214,8
9215,8
9216,9
9217,8
9218,7
9219,6
9220,7
9221,6
9222,6
9223,7
9224,8
9225,4
9226,8
9227,6
9228,7
9229,8
9230,6
9231,7
9232,7
9233,8
9234,4
9235,7
9236,7
9237,8
9238,8
9239,8
9240,6
9241,6
9242,9
9243,7
9244,7
9245,6
9246,9
9247,5
9248,7
9249,8
9250,8
9251,8
9252,6
9254,8
9255,6
9256,6
9257,5
9258,8
9259,8
9260,9
9261,7
9262,6
9263,9
9264,7
9265,5
9266,7
9267,8
9268,8
9269,8
9270,6
9271,7
9272,9
9273,6
9274,8
9275,6
9276,7
9277,3
9278,8
9279,8
9280,8
9281,6
9282,5
9283,9
9284,4
9285,6
9286,7
9287,8
9288,7
9289,7
9290,8
9291,8
9292,4
9293,7
9294,7
9295,8
9296,5
9297,7
9298,6
9299,6
9300,8
9301,6
9302,6
9303,6
9304,8
9305,7
9306,8
9307,9
9308,7
9309,8
9310,8
9311,7
9312,7
9313,6
9314,7
9315,7
9316,6
9317,8
9318,2
9319,9
9320,8
9321,5
9322,6
9323,6
9324,7
9325,4
9326,6
9327,4
9328,7
9329,7
9330,10
9331,5
9332,9
9333,7
9334,6
9335,5
9336,8
9337,5
9338,9
9339,8
9340,4
9341,8
9342,9
9343,7
9344,5
9345,9
9346,4
9347,8
9348,9
9349,7
9350,7
9351,7
9352,8
9353,6
9354,6
9355,3
9356,8
9357,5
9358,5
9359,7
9360,8
9361,8
9362,7
9363,4
9364,7
9365,9
9366,8
9367,7
9368,7
9369,7
9370,8
9371,8
9372,8
9373,8
9374,8
9375,8
9376,8
9377,7
9378,5
9379,8
9380,5
9381,6
9382,7
9383,6
9384,8
9385,8
9386,8
9387,8
9388,10
9389,6
9390,5
9391,7
9392,5
9393,9
9394,5
9395,7
9396,8
9397,7
9398,6
9399,8
9400,9
9401,6
9402,8
9403,7
9404,7
9405,8
9406,6
9407,8
9408,4
9409,6
9410,9
9411,7
9412,6
9413,7
9414,8
9415,9
9416,9
9417,6
9418,5
9419,9
9420,8
9421,8
9422,8
9423,7
9424,5
9425,6
9426,7
9427,7
9428,7
9429,7
9430,5
9431,6
9432,8
9433,6
9434,7
9435,7
9436,7
9437,6
9438,8
9439,7
9441,7
9442,7
9443,7
9444,9
9445,5
9446,4
9447,5
9448,7
9449,8
9450,2
9451,8
9452,7
9453,6
9454,5
9455,7
9456,7
9457,6
9458,7
9459,6
9460,9
9461,6
9462,7
9463,10
9464,6
9465,4
9466,7
9467,5
9468,8
9469,8
9470,8
9471,8
9472,8
9473,7
9474,8
9475,7
9476,9
9477,7
9478,7
9479,8
9480,7
9481,8
9482,6
9483,8
9484,9
9485,5
9486,8
9487,6
9488,8
9489,9
9490,6
9491,8
9492,10
9493,9
9494,6
9495,7
9496,9
9497,9
9498,8
9499,10
9500,7
9501,6
9502,8
9503,5
9504,8
9505,7
9506,8
9507,7
9508,4
9509,8
9510,5
9511,7
9512,6
9513,7
9514,8
9515,6
9516,8
9517,6
9518,7
9519,5
9520,7
9521,7
9522,8
9523,6
9524,8
9525,8
9526,8
9527,5
9528,8
9529,8
9530,8
9531,8
9532,8
9533,7
9534,7
9535,6
9536,8
9537,9
9538,8
9539,8
9540,8
9541,7
9542,8
9543,4
9544,8
9545,6
9546,5
9547,7
9548,7
9549,10
9550,8
9551,7
9552,4
9553,8
9554,7
9555,6
9556,6
9557,7
9558,7
9559,7
9560,6
9561,8
9562,8
9563,4
9564,7
9565,6
9566,8
9567,7
9568,6
9569,8
9570,7
9571,8
9572,8
9573,8
9574,6
9575,8
9576,7
9577,7
9578,8
9579,6
9580,7
9581,6
9582,8
9583,7
9584,7
9585,7
9586,8
9587,7
9588,5
9589,6
9590,7
9591,8
9592,7
9593,7
9594,8
9595,8
9596,4
9597,8
9598,8
9599,5
9600,6
9601,8
9602,7
9603,8
9604,5
9605,8
9606,3
9607,9
9608,7
9609,7
9610,8
9611,6
9612,7
9613,7
9614,8
9615,7
9616,8
9617,7
9618,7
9619,8
9620,7
9621,7
9622,8
9623,6
9624,8
9625,6
9626,7
9627,7
9628,8
9629,7
9630,7
9631,8
9632,8
9633,8
9634,7
9635,8
9636,8
9637,6
9638,7
9639,7
9640,8
9641,5
9642,6
9643,8
9644,9
9645,6
9646,8
9647,5
9648,8
9649,8
9650,8
9651,8
9652,8
9653,8
9654,5
9655,5
9656,5
9657,5
9658,4
9659,9
9660,8
9661,6
9662,4
9663,5
9664,8
9665,4
9666,7
9667,7
9668,7
9669,7
9670,1
9671,8
9672,4
9673,6
9674,6
9675,9
9676,5
9677,7
9678,7
9679,7
9680,5
9681,10
9682,7
9683,7
9684,8
9685,5
9686,6
9687,4
9688,8
9689,8
9690,7
9691,7
9692,8
9693,8
9694,6
9695,8
9696,5
9697,6
9698,7
9699,8
9700,8
9701,9
9702,5
9703,8
9704,5
9705,7
9706,7
9707,9
9708,8
9709,8
9710,7
9711,6
9712,7
9713,9
9714,6
9715,7
9716,8
9717,8
9718,8
9719,6
9720,5
9721,8
9722,7
9723,7
9724,8
9725,8
9726,6
9727,8
9728,8
9729,5
9730,8
9731,6
9732,7
9733,7
9734,7
9735,6
9736,7
9737,8
9738,8
9739,6
9740,6
9741,9
9742,6
9743,6
9744,8
9745,8
9746,6
9747,7
9748,6
9749,6
9750,9
9751,6
9752,8
9753,8
9754,6
9755,7
9756,7
9757,8
9758,9
9759,9
9760,8
9761,8
9762,8
9763,6
9764,7
9765,5
9766,6
9767,7
9768,7
9769,8
9770,5
9771,7
9772,8
9773,8
9774,6
9775,7
9776,6
9777,7
9778,7
9779,8
9780,8
9781,7
9782,7
9783,8
9784,10
9785,8
9786,5
9787,6
9788,7
9789,6
9790,8
9791,8
9792,7
9793,8
9794,8
9795,7
9796,7
9797,8
9798,7
9799,7
9800,7
9801,7
9802,6
9803,7
9804,7
9805,8
9806,10
9807,9
9808,7
9809,8
9810,7
9811,9
9812,4
9813,7
9814,6
9815,7
9816,6
9817,8
9818,9
9819,6
9820,8
9821,6
9822,7
9823,9
9824,7
9825,8
9826,8
9827,7
9828,7
9829,5
9830,6
9831,5
9832,8
9833,4
9834,8
9835,6
9836,8
9837,7
9838,7
9839,4
9840,8
9841,8
9842,7
9843,8
9844,8
9845,8
9846,4
9847,7
9848,8
9849,6
9850,9
9851,6
9852,3
9853,9
9854,8
9855,6
9856,8
9857,8
9858,8
9859,8
9860,4
9861,8
9862,8
9863,8
9864,8
9865,8
9866,6
9867,7
9868,9
9869,5
9870,7
9871,7
9872,8
9873,8
9874,7
9875,8
9876,7
9877,8
9878,8
9879,7
9880,5
9881,4
9882,6
9883,4
9884,7
9885,7
9886,8
9887,6
9888,10
9889,5
9890,8
9891,6
9892,8
9893,7
9894,7
9895,6
9896,8
9897,6
9898,8
9899,7
9900,6
9901,7
9902,6
9903,7
9904,8
9905,5
9906,6
9907,9
9908,7
9909,8
9910,7
9911,8
9912,6
9913,7
9914,5
9915,7
9916,8
9917,7
9918,8
9919,8
9920,7
9921,7
9922,9
9923,5
9924,9
9925,8
9926,4
9927,6
9928,7
9929,7
9930,8
9931,8
9932,8
9933,7
9934,6
9935,7
9936,8
9937,7
9938,8
9939,5
9940,8
9941,6
9942,6
9943,7
9944,7
9945,6
9946,7
9947,8
9948,8
9949,6
9950,6
9951,7
9952,8
9953,8
9954,8
9955,7
9956,6
9957,8
9958,7
9959,9
9960,2
9961,7
9962,7
9963,9
9964,9
9965,7
9966,8
9967,8
9968,5
9969,8
9970,7
9971,6
9972,8
9973,7
9974,5
9975,3
9976,9
9977,6
9978,9
9979,10
9980,7
9981,7
9982,6
9983,6
9984,8
9985,8
9986,8
9987,7
9988,8
9989,7
9990,7
9991,8
9992,9
9993,8
9994,8
9995,7
9996,7
9997,9
9998,8
9999,8
10000,6
10001,6
10002,7
10003,7
10004,10
10005,7
10006,6
10007,9
10008,7
10009,9
10010,7
10011,6
10012,9
10013,5
10014,8
10015,8
10016,7
10017,6
10018,5
10019,7
10020,7
10021,9
10022,7
10023,8
10024,7
10025,8
10026,9
10027,7
10028,4
10029,5
10030,6
10031,6
10032,6
10033,9
10034,8
10035,5
10037,8
10038,5
10039,8
10040,7
10041,6
10042,2
10043,4
10044,6
10045,6
10046,9
10047,9
10048,7
10049,7
10050,6
10051,6
10052,7
10053,6
10054,8
10055,7
10056,8
10057,8
10058,7
10059,5
10060,8
10061,7
10062,5
10063,6
10064,8
10065,8
10066,7
10067,6
10068,8
10069,6
10070,7
10071,8
10072,7
10073,7
10074,8
10075,6
10076,8
10077,7
10078,8
10079,8
10080,8
10081,7
10082,6
10083,6
10084,7
10085,6
10086,8
10087,9
10088,7
10089,9
10090,9
10091,8
10092,5
10093,5
10094,9
10095,6
10096,5
10097,6
10098,5
10099,7
10100,8
10101,6
10102,8
10103,4
10104,7
10105,9
10107,8
10108,7
10109,8
10110,8
10111,6
10112,3
10113,5
10114,7
10115,6
10116,6
10117,3
10118,7
10119,7
10120,8
10121,6
10122,7
10123,4
10124,6
10126,7
10127,7
10128,6
10129,8
10130,5
10131,7
10132,10
10133,5
10134,7
10135,8
10136,7
10137,5
10138,9
10139,3
10140,6
10141,7
10142,8
10143,7
10144,8
10145,5
10146,7
10147,7
10148,8
10149,8
10150,7
10151,7
10152,3
10153,7
10154,7
10155,6
10156,7
10157,7
10158,8
10159,8
10160,6
10161,6
10162,8
10163,6
10164,8
10165,7
10166,7
10167,5
10168,5
10169,6
10170,5
10171,4
10172,4
10173,8
10174,8
10175,8
10176,6
10177,5
10178,5
10179,8
10180,8
10181,9
10182,7
10183,6
10184,8
10185,5
10186,6
10187,4
10188,8
10189,4
10191,5
10192,7
10193,8
10194,8
10195,7
10196,6
10197,6
10198,8
10199,6
10200,8
10201,10
10202,7
10203,7
10204,4
10205,6
10206,7
10207,5
10208,9
10209,6
10210,9
10211,6
10212,8
10213,5
10214,9
10215,7
10216,7
10217,8
10218,9
10219,4
10220,7
10221,7
10222,9
10223,7
10224,6
10225,4
10226,8
10227,8
10228,8
10229,9
10230,6
10231,6
10232,8
10233,8
10234,8
10235,5
10236,8
10237,8
10238,8
10239,7
10240,8
10241,5
10242,7
10243,6
10244,7
10245,7
10246,6
10247,8
10248,8
10249,9
10250,7
10251,7
10252,6
10253,6
10254,7
10255,8
10256,4
10257,7
10258,8
10259,7
10260,4
10261,5
10262,6
10263,9
10264,5
10265,7
10266,6
10267,6
10268,7
10269,4
10270,6
10271,6
10272,8
10273,7
10274,6
10275,8
10276,9
10277,8
10278,8
10279,8
10280,7
10281,8
10282,9
10283,10
10284,7
10285,8
10286,7
10287,9
10288,7
10289,7
10290,5
10291,6
10292,5
10293,6
10294,9
10295,6
10296,6
10297,8
10298,6
10299,7
10300,7
10301,7
10302,8
10304,8
10305,6
10306,1
10307,6
10308,8
10309,5
10310,7
10311,8
10312,7
10313,7
10314,5
10315,7
10316,7
10317,8
10318,7
10319,8
10320,6
10321,8
10322,8
10323,7
10324,7
10325,4
10326,7
10327,9
10328,7
10329,7
10330,5
10331,6
10332,7
10333,9
10334,4
10335,8
10336,8
10337,7
10338,9
10339,8
10340,7
10341,8
10342,8
10343,7
10344,5
10345,8
10346,8
10347,5
10348,8
10349,8
10350,7
10351,6
10352,8
10353,7
10354,8
10355,8
10356,7
10357,9
10358,6
10359,6
10360,8
10361,7
10362,6
10363,10
10364,7
10365,9
10366,6
10367,5
10368,7
10369,7
10370,7
10371,8
10372,7
10373,7
10374,7
10375,6
10376,7
10377,8
10378,9
10379,8
10380,8
10381,7
10382,9
10383,9
10384,8
10385,7
10386,6
10387,7
10388,7
10389,7
10390,8
10391,8
10392,7
10393,8
10394,6
10395,10
10396,7
10397,7
10398,7
10399,5
10400,6
10401,5
10402,6
10403,8
10404,8
10405,8
10406,7
10407,6
10408,7
10409,6
10410,7
10411,6
10412,5
10413,6
10414,6
10415,7
10417,9
10418,8
10419,8
10420,7
10421,8
10422,6
10423,8
10424,9
10425,7
10426,8
10427,8
10428,5
10429,5
10430,7
10431,6
10432,8
10433,9
10434,4
10435,8
10436,5
10437,8
10438,7
10439,8
10440,8
10441,7
10442,7
10443,8
10444,9
10445,6
10446,6
10447,8
10448,7
10449,7
10450,8
10451,7
10452,8
10453,8
10454,7
10455,7
10456,5
10457,2
10458,5
10459,7
10460,7
10461,7
10462,8
10463,6
10464,3
10465,7
10466,6
10467,5
10468,4
10469,7
10470,8
10471,6
10472,8
10473,7
10474,6
10475,6
10476,10
10477,8
10478,7
10479,6
10480,6
10481,7
10482,7
10483,8
10484,6
10485,7
10486,8
10487,6
10488,8
10489,9
10490,7
10491,10
10492,7
10493,7
10494,9
10495,8
10496,7
10497,8
10498,8
10499,6
10500,6
10501,7
10502,7
10503,7
10504,6
10505,7
10506,8
10507,9
10508,8
10509,7
10510,7
10511,1
10512,7
10513,8
10514,7
10515,5
10516,4
10517,9
10518,7
10519,7
10520,7
10521,3
10522,7
10523,7
10524,3
10525,5
10526,9
10527,8
10528,5
10529,6
10530,7
10531,10
10532,7
10533,7
10534,5
10535,4
10536,8
10537,6
10538,7
10539,8
10540,9
10541,6
10542,4
10543,7
10544,9
10546,6
10547,9
10548,8
10549,7
10550,7
10551,7
10552,8
10553,8
10554,6
10555,8
10556,8
10557,9
10558,8
10559,7
10560,8
10561,7
10562,5
10563,7
10564,9
10565,6
10566,4
10567,8
10568,4
10569,5
10570,5
10571,8
10572,5
10573,7
10574,8
10575,6
10576,6
10577,5
10578,6
10579,9
10580,6
10581,6
10582,7
10583,7
10584,8
10585,8
10586,8
10587,7
10588,8
10589,8
10590,8
10591,7
10592,8
10593,8
10594,5
10595,8
10596,6
10597,8
10598,6
10599,7
10600,9
10601,7
10602,6
10603,8
10604,8
10605,6
10606,8
10607,8
10608,4
10609,5
10610,4
10611,5
10612,6
10613,5
10614,4
10615,6
10616,6
10617,6
10618,8
10619,7
10620,8
10621,6
10622,5
10623,8
10624,7
10625,8
10626,5
10627,9
10628,9
10629,6
10630,8
10631,9
10632,7
10633,9
10634,8
10635,8
10636,7
10637,5
10638,8
10639,8
10640,8
10641,7
10642,5
10643,7
10644,8
10645,7
10646,8
10647,8
10648,8
10649,7
10650,9
10651,8
10652,6
10653,10
10654,8
10655,7
10656,5
10657,8
10658,8
10659,7
10660,7
10661,3
10662,7
10663,8
10664,7
10665,7
10666,7
10667,9
10668,7
10669,7
10670,7
10671,7
10672,7
10673,7
10674,9
10675,8
10676,7
10677,7
10678,7
10679,8
10680,5
10681,9
10682,8
10683,7
10684,7
10685,7
10686,9
10687,4
10688,7
10689,7
10690,7
10691,6
10692,5
10693,6
10694,5
10695,8
10696,7
10697,5
10698,8
10699,5
10700,7
10701,8
10702,7
10703,9
10704,8
10705,7
10706,7
10707,4
10708,7
10709,6
10710,8
10711,7
10712,8
10713,7
10714,10
10715,6
10716,8
10717,8
10718,5
10719,3
10720,8
10721,4
10722,9
10723,8
10724,6
10725,8
10726,8
10727,7
10728,7
10729,8
10730,7
10731,5
10732,8
10733,8
10734,8
10735,8
10736,7
10737,5
10738,7
10739,8
10740,6
10741,7
10742,9
10743,8
10744,8
10745,5
10746,6
10747,5
10748,8
10749,6
10750,7
10751,6
10752,7
10753,7
10754,9
10755,7
10756,7
10757,5
10759,8
10760,5
10761,7
10762,5
10763,9
10764,8
10765,7
10766,8
10767,5
10768,7
10769,7
10770,7
10771,8
10772,8
10773,5
10774,4
10775,9
10776,8
10777,3
10778,7
10779,7
10780,8
10781,9
10782,7
10783,7
10784,7
10785,6
10786,6
10787,10
10788,2
10789,8
10790,6
10791,5
10792,6
10793,6
10794,6
10795,6
10796,8
10797,7
10798,6
10799,8
10800,9
10801,6
10802,8
10803,7
10804,5
10805,8
10806,7
10807,6
10808,9
10809,7
10810,8
10811,6
10812,7
10813,7
10814,7
10815,10
10816,9
10817,7
10818,3
10819,8
10820,8
10821,6
10822,7
10823,5
10824,9
10825,5
10826,6
10827,8
10828,5
10829,7
10830,5
10831,8
10832,7
10833,5
10834,8
10835,6
10836,7
10837,9
10838,8
10839,7
10840,5
10841,6
10842,9
10843,6
10844,7
10845,7
10846,7
10847,7
10848,5
10849,6
10850,8
10851,9
10852,7
10853,8
10854,6
10855,8
10856,5
10857,5
10858,8
10859,8
10860,8
10861,7
10862,8
10863,6
10864,8
10865,7
10866,8
10867,7
10868,8
10869,6
10870,6
10871,7
10872,8
10873,8
10874,7
10875,4
10876,7
10877,6
10878,7
10879,9
10880,8
10881,8
10882,6
10883,8
10884,7
10885,5
10886,6
10887,5
10888,7
10889,9
10890,8
10891,7
10892,7
10893,7
10894,7
10895,9
10896,8
10897,8
10898,7
10899,4
10900,8
10902,8
10903,7
10904,7
10905,7
10906,8
10908,8
10909,8
10910,7
10911,7
10912,9
10913,6
10914,8
10915,7
10916,6
10917,7
10918,4
10919,7
10920,7
10921,8
10922,8
10923,5
10924,6
10925,8
10926,8
10927,6
10928,9
10929,6
10930,6
10931,9
10932,6
10933,8
10934,9
10935,8
10936,7
10937,8
10938,7
10939,7
10940,7
10941,7
10942,5
10943,7
10944,8
10945,6
10946,6
10947,5
10948,3
10949,6
10950,7
10951,7
10952,5
10953,6
10954,7
10955,7
10956,9
10957,7
10958,8
10959,8
10960,8
10961,8
10962,8
10963,6
10964,6
10965,9
10966,7
10967,9
10968,4
10969,7
10970,7
10971,6
10972,8
10973,6
10974,10
10975,8
10976,5
10977,7
10978,5
10979,8
10980,7
10981,7
10982,8
10983,7
10984,8
10985,8
10986,7
10987,8
10988,7
10989,7
10990,10
10991,7
10992,4
10993,6
10994,7
10995,8
10996,7
10997,6
10998,7
10999,8
11000,5
11001,10
11002,6
11003,7
11004,8
11005,7
11006,6
11007,7
11008,4
11009,7
11010,6
11011,6
11012,5
11013,8
11014,7
11015,4
11016,8
11017,6
11018,7
11019,8
11020,9
11021,5
11022,5
11023,7
11024,2
11025,8
11026,9
11027,6
11028,7
11029,8
11030,8
11031,7
11032,7
11033,7
11034,8
11035,5
11037,7
11038,8
11039,9
11040,8
11041,6
11042,6
11043,7
11044,6
11045,7
11046,6
11047,6
11048,6
11049,4
11050,8
11051,9
11052,5
11053,8
11054,8
11055,7
11056,7
11057,8
11058,8
11059,8
11060,4
11061,8
11062,5
11063,6
11064,7
11065,4
11066,8
11067,6
11068,8
11069,8
11070,7
11071,6
11072,7
11073,8
11074,6
11075,8
11076,8
11077,6
11078,8
11079,8
11080,8
11081,5
11082,6
11083,7
11084,9
11085,7
11086,7
11087,8
11088,7
11089,6
11090,7
11091,7
11092,7
11093,9
11094,7
11095,5
11096,7
11097,8
11098,6
11099,4
11100,6
11101,6
11102,9
11103,5
11104,7
11105,5
11106,8
11107,8
11108,6
11109,7
11110,7
11111,6
11112,5
11113,8
11114,7
11115,7
11116,6
11117,8
11118,8
11119,5
11120,6
11121,6
11122,7
11123,8
11124,8
11125,7
11126,4
11127,8
11128,6
11129,8
11130,6
11131,9
11132,7
11133,7
11134,7
11135,8
11136,6
11137,6
11138,7
11139,5
11141,8
11142,7
11143,8
11144,6
11145,7
11146,8
11147,6
11148,6
11149,6
11151,8
11152,7
11153,6
11154,5
11155,6
11156,6
11157,8
11158,8
11159,5
11160,8
11161,7
11162,5
11163,9
11164,6
11165,8
11166,6
11167,8
11168,8
11169,7
11170,8
11171,6
11172,8
11173,7
11174,6
11175,8
11176,7
11177,6
11178,7
11180,8
11181,8
11182,8
11183,8
11184,7
11185,6
11186,9
11187,7
11188,8
11189,7
11190,5
11191,8
11192,9
11193,9
11194,8
11195,8
11196,7
11197,6
11198,6
11199,8
11200,6
11201,6
11202,7
11203,5
11204,8
11205,6
11206,5
11207,7
11208,7
11209,6
11210,8
11211,6
11212,8
11213,8
11214,6
11215,5
11216,8
11217,6
11218,10
11219,9
11220,6
11221,8
11222,5
11223,6
11224,8
11225,7
11226,8
11227,8
11228,7
11229,8
11230,8
11231,7
11232,6
11233,6
11234,7
11235,9
11236,2
11237,5
11238,8
11239,8
11240,7
11241,7
11242,6
11243,8
11244,7
11245,6
11246,8
11247,9
11248,8
11249,7
11250,5
11251,5
11252,7
11253,7
11254,7
11255,9
11256,7
11257,5
11258,7
11259,6
11260,8
11261,7
11262,6
11263,4
11264,6
11265,7
11266,6
11267,3
11268,7
11269,7
11270,9
11271,5
11273,6
11274,6
11275,8
11276,5
11277,8
11278,8
11279,7
11280,5
11281,7
11282,7
11283,7
11284,8
11285,6
11286,6
11287,6
11288,8
11289,6
11290,9
11291,9
11292,7
11293,7
11294,6
11295,7
11296,6
11297,9
11298,4
11299,8
11300,8
11301,7
11302,9
11303,8
11304,9
11305,6
11306,8
11307,7
11308,9
11309,8
11310,7
11311,8
11312,8
11313,6
11314,6
11315,6
11316,7
11317,7
11318,9
11319,8
11320,6
11321,9
11322,5
11323,8
11324,8
11325,7
11326,7
11327,8
11328,7
11329,9
11330,7
11331,7
11332,7
11333,7
11334,7
11335,7
11336,5
11337,7
11338,6
11339,7
11340,8
11341,8
11342,7
11343,10
11344,7
11345,6
11346,6
11347,5
11348,8
11349,5
11350,9
11351,9
11352,5
11353,5
11354,7
11355,6
11356,7
11357,7
11358,3
11359,7
11360,8
11361,5
11362,7
11363,6
11364,8
11365,5
11366,8
11367,6
11368,8
11369,6
11370,7
11371,6
11372,8
11373,8
11374,7
11375,7
11376,5
11377,6
11378,7
11379,7
11380,3
11381,8
11382,8
11383,9
11384,8
11385,8
11386,8
11387,7
11388,8
11389,5
11390,8
11391,7
11392,7
11393,7
11394,7
11395,7
11396,8
11397,5
11398,5
11399,4
11400,7
11401,7
11402,8
11403,6
11404,9
11405,8
11406,7
11407,7
11408,6
11409,7
11410,7
11411,7
11412,9
11413,7
11414,8
11415,3
11416,8
11417,5
11418,8
11419,6
11420,7
11421,6
11422,9
11423,7
11424,9
11425,9
11426,9
11427,8
11428,7
11429,6
11430,5
11431,6
11432,8
11433,9
11434,7
11435,7
11436,8
11437,7
11438,9
11439,8
11440,7
11441,7
11442,6
11443,6
11444,6
11445,7
11446,8
11447,8
11448,9
11449,7
11450,7
11451,5
11452,7
11453,8
11454,8
11455,8
11456,8
11457,8
11458,5
11459,7
11460,9
11461,7
11462,7
11463,8
11464,9
11465,6
11466,6
11467,7
11468,7
11469,9
11470,8
11471,7
11472,9
11473,7
11474,6
11475,6
11476,7
11477,6
11478,8
11479,5
11480,6
11481,7
11482,7
11483,8
11484,7
11485,3
11486,7
11487,8
11488,7
11489,8
11490,7
11491,7
11492,6
11493,5
11494,9
11495,7
11496,7
11497,6
11498,7
11499,6
11500,9
11501,6
11502,6
11503,9
11504,6
11505,9
11506,7
11507,5
11508,8
11509,7
11510,6
11511,7
11512,7
11513,8
11514,2
11515,7
11516,8
11517,8
11518,7
11519,8
11520,7
11521,7
11522,8
11523,7
11524,7
11525,7
11526,7
11527,6
11528,7
11529,7
11530,8
11531,9
11532,8
11533,6
11534,7
11535,7
11536,7
11537,7
11538,7
11539,9
11540,7
11541,6
11542,8
11543,4
11544,8
11545,8
11546,7
11547,7
11548,8
11549,3
11550,7
11551,3
11552,8
11553,8
11554,7
11555,6
11556,8
11557,7
11558,9
11559,8
11560,8
11561,6
11562,7
11563,7
11564,7
11565,8
11566,7
11567,8
11568,8
11569,5
11570,7
11571,7
11572,5
11573,8
11574,8
11575,6
11576,3
11577,4
11578,6
11579,5
11580,7
11581,9
11582,8
11583,8
11584,8
11585,6
11586,7
11587,8
11588,7
11589,8
11590,6
11591,7
11592,8
11593,8
11594,6
11595,7
11596,7
11597,6
11598,7
11599,8
11600,6
11601,8
11602,3
11603,9
11604,7
11605,7
11606,8
11608,10
11609,6
11610,5
11611,7
11612,8
11613,8
11614,9
11615,8
11616,6
11617,8
11618,4
11619,9
11620,7
11621,6
11622,6
11623,8
11624,7
11625,6
11626,8
11627,8
11628,4
11629,3
11630,8
11631,8
11632,8
11633,7
11634,7
11635,8
11636,8
11637,7
11638,8
11639,7
11640,6
11641,8
11642,6
11643,8
11644,9
11645,5
11646,9
11647,7
11648,9
11649,8
11650,5
11651,8
11652,7
11653,7
11654,8
11655,6
11656,7
11657,7
11658,9
11659,7
11660,8
11661,9
11662,7
11663,6
11664,7
11665,7
11666,7
11667,7
11668,7
11669,8
11670,6
11671,7
11672,5
11673,7
11674,8
11675,7
11676,6
11677,7
11678,7
11679,7
11680,8
11681,7
11682,8
11683,8
11684,5
11685,7
11686,7
11687,8
11688,6
11689,8
11690,7
11691,7
11692,5
11693,8
11694,7
11695,7
11696,6
11697,7
11698,6
11699,7
11700,8
